DK1;DK2;EE;FI;LT;LV;NO;SE
1907;1195;663;7644;838;600;11243;11680
1728;1112;617;7308;793;564;10583;11133
1656;1045;593;7158;764;546;10295;10931
1637;1008;581;7181;751;536;10161;10777
1635;1014;586;7247;760;546;10128;10785
1670;1048;600;7486;805;564;10271;10948
1826;1133;686;8166;929;631;10579;11463
2177;1300;798;8756;1088;747;11394;12953
2535;1533;918;9064;1225;871;12559;14826
2738;1649;970;9279;1287;932;12916;15618
2776;1701;975;9294;1290;952;12880;15437
2877;1741;972;9301;1274;942;12767;15327
2856;1741;955;9291;1251;913;12648;15440
2766;1732;975;9210;1272;934;12511;15138
2772;1729;966;9000;1262;924;12560;15062
2705;1694;959;8935;1241;899;12541;14953
2590;1648;931;8840;1203;877;12533;15023
2554;1633;899;8793;1163;850;12448;14690
2647;1682;874;8692;1161;847;12236;14788
2581;1633;847;8767;1167;841;12145;14601
2430;1555;843;8811;1189;858;12149;14448
2380;1532;878;8764;1221;867;12226;14655
2503;1497;802;8632;1084;785;12338;14186
2129;1336;720;8287;941;685;11834;12944
1897;1201;669;7784;856;616;11002;12015
1755;1106;630;7431;807;568;10499;11484
1686;1055;611;7244;777;548;10215;11124
1657;1026;600;7197;766;542;10093;11048
1650;1031;605;7327;773;543;10125;10909
1686;1049;622;7584;814;561;10205;11039
1816;1138;687;8211;928;621;10437;11424
2194;1303;804;8943;1081;730;11311;12847
2541;1507;913;9380;1206;862;12839;14612
2667;1604;959;9492;1261;917;13251;15182
2754;1660;971;9517;1264;941;12850;15154
2830;1709;969;9460;1262;932;12915;15189
2810;1730;958;9344;1245;899;12927;15176
2728;1710;980;9239;1259;919;12723;14933
2646;1686;963;9164;1241;905;12600;14642
2516;1643;945;9049;1216;881;12482;14262
2415;1628;909;8950;1183;863;12292;13815
2407;1643;882;8912;1171;839;12135;13497
2479;1718;866;8848;1155;824;12068;13700
2444;1681;852;8902;1149;817;12148;13608
2276;1580;847;8979;1178;835;11994;13297
2165;1536;872;8992;1214;845;12011;13197
2110;1451;798;8860;1087;767;11834;12791
1945;1326;715;8489;961;679;11468;11926
1781;1226;648;7939;872;607;10929;11441
1618;1152;622;7524;817;563;10488;10777
1535;1079;606;7376;788;544;10223;10698
1495;1041;593;7321;774;532;10016;10505
1485;1026;593;7366;774;528;9982;10438
1500;1014;588;7417;788;529;9925;10514
1539;1029;591;7428;810;537;9885;10471
1607;1046;636;7640;882;584;10044;10619
1787;1159;704;7953;983;660;10434;11274
1989;1307;766;8118;1057;730;10996;11962
2132;1416;789;8188;1086;757;11534;12725
2202;1479;792;8230;1097;757;11963;12932
2230;1492;792;8213;1097;752;11963;12810
2206;1483;795;8173;1091;747;11868;12698
2169;1459;785;8156;1075;743;11738;12666
2113;1440;777;8191;1065;731;11617;12407
2052;1426;772;8289;1064;730;11604;12311
2079;1457;768;8451;1062;726;11626;12452
2213;1576;761;8520;1063;730;11736;12570
2179;1575;754;8531;1070;729;11795;12586
2022;1487;763;8566;1121;762;11765;12365
1999;1458;784;8644;1130;785;11703;12671
1961;1411;730;8626;1028;718;11543;12245
1838;1314;669;8408;916;643;11006;11709
1685;1213;619;7988;823;584;10674;11251
1564;1121;585;7575;771;545;10461;10926
1485;1059;566;7371;747;529;10195;10707
1450;1034;556;7293;731;514;10019;10541
1438;1020;556;7279;727;513;9996;10463
1437;1019;550;7305;738;509;9982;10424
1464;1027;544;7207;757;512;9972;10389
1509;1048;584;7358;810;554;10011;10279
1661;1134;656;7581;908;621;10138;10550
1860;1264;717;7763;997;688;10562;11273
2004;1374;749;7932;1037;721;11142;11882
2075;1447;752;8021;1045;724;11409;12120
2097;1478;747;8079;1044;720;11493;12316
2079;1517;749;8058;1041;719;11446;12246
2057;1516;748;8036;1036;718;11394;12295
2001;1499;750;8052;1027;715;11291;12231
2009;1493;755;8111;1029;712;11230;12285
2057;1537;760;8224;1031;714;11224;12373
2239;1620;768;8249;1037;719;11326;12595
2256;1625;778;8425;1058;734;11338;12697
2139;1571;805;8561;1121;780;11416;12974
2079;1548;823;8599;1168;811;11703;13085
2019;1470;749;8592;1035;723;11778;12572
1834;1321;669;8324;892;629;11310;11928
1683;1174;603;7899;783;561;10745;11206
1592;1090;569;7569;732;516;10241;10782
1556;1034;549;7429;713;500;10032;10527
1534;1012;547;7349;711;497;9996;10652
1544;1007;550;7468;717;505;10003;10771
1581;1032;572;7781;771;532;10096;10974
1775;1132;649;8442;922;602;10455;11460
2148;1310;786;9105;1102;602;11312;12921
2501;1543;907;9481;1228;848;12542;15027
2649;1644;956;9620;1266;877;13113;15467
2688;1696;956;9634;1246;880;13023;15482
2760;1733;950;9617;1243;882;13135;15518
2677;1712;937;9578;1245;860;12875;15579
2318;1707;955;9448;1276;889;12736;15469
2072;1719;942;9313;1277;887;12792;15446
2067;1694;942;9235;1265;869;12798;15084
2557;1646;900;9068;1242;853;12744;14738
2532;1629;868;8981;1213;824;12709;14608
2658;1711;848;8967;1199;815;12608;14941
2567;1678;830;9060;1189;800;12472;14584
2444;1596;847;9207;1235;823;12462;14629
2410;1574;869;9133;1256;844;12714;14748
2347;1526;781;8952;1094;749;12704;14181
2119;1369;690;8624;942;642;11946;13199
1906;1216;623;8122;868;579;11231;12193
1741;1125;599;7764;826;542;10746;11383
1680;1064;582;7544;807;525;10352;11196
1664;1046;579;7499;801;519;10207;11039
1663;1045;583;7580;807;524;10202;11081
1703;1059;607;7871;859;550;10326;11162
1858;1150;692;8483;1015;629;10601;11712
2219;1326;822;9127;1178;762;11489;13154
2552;1555;945;9491;1289;874;12678;14826
2710;1673;979;9661;1337;934;12967;15258
2762;1700;978;9665;1335;941;12874;15336
2569;1726;974;9642;1325;927;12895;15327
2578;1728;955;9599;1303;895;12848;15377
2720;1701;978;9407;1321;921;12723;15234
2733;1725;971;9296;1311;916;12668;15156
2665;1695;960;9219;1291;901;12772;15036
2553;1652;930;9058;1259;881;12618;14989
2503;1641;905;9059;1227;847;12505;14641
2626;1712;893;9002;1228;843;12238;14556
2545;1674;875;9134;1216;828;12037;14345
2424;1586;900;9328;1261;864;12287;14324
2373;1581;900;9189;1274;878;12494;14515
2319;1524;812;8927;1110;778;12487;13979
2135;1363;721;8579;955;675;11913;12725
1914;1212;659;8015;862;598;11235;11783
1760;1124;645;7613;839;562;10414;11271
1675;1066;616;7425;829;546;10070;11126
1659;1045;602;7415;821;536;9957;10866
1673;1049;596;7489;820;540;9919;10900
1709;1063;615;7837;862;566;10128;10949
1879;1151;695;8440;1019;644;10446;11623
2206;1327;818;9067;1179;772;11418;12954
2527;1542;917;9376;1297;881;12680;14671
2710;1636;951;9525;1333;934;13048;15244
2737;1696;938;9487;1322;940;12867;15383
2818;1734;937;9385;1310;923;12942;15638
2850;1718;930;9432;1298;893;12884;15467
2691;1723;948;9270;1323;920;12710;15208
2679;1722;941;9127;1318;916;12537;15233
2724;1700;924;9088;1301;905;12696;15044
2616;1651;904;9021;1248;889;12714;14920
2578;1640;880;8943;1234;856;12646;14662
2666;1709;863;8906;1224;844;12389;14735
2587;1676;849;9020;1217;833;12191;14361
2440;1594;877;9229;1278;873;12225;14130
2398;1583;902;9091;1292;892;12344;14370
2346;1518;809;8789;1132;785;12351;13778
2139;1367;707;8438;972;683;11647;12656
1910;1217;658;7881;875;604;11007;11575
1778;1127;627;7505;835;568;10673;11027
1710;1071;597;7367;816;553;10302;10995
1692;1039;588;7347;804;549;10113;10963
1688;1042;604;7393;813;553;10134;11065
1743;1068;630;7646;864;578;10251;11244
1884;1161;710;8260;1019;659;10669;11664
2224;1341;843;8918;1174;781;11512;12913
2579;1551;947;9283;1273;888;12648;14633
2727;1646;980;9466;1284;939;12940;15513
2730;1688;982;9419;1266;946;12808;15224
2804;1722;971;9385;1259;931;12764;15553
3247;1701;959;9390;1279;900;12613;15278
3437;1702;974;9232;1298;921;12620;15149
2773;1715;958;9093;1289;921;12569;15093
2697;1678;960;8991;1280;914;12624;14932
2587;1648;932;8832;1256;901;12723;14853
2538;1638;910;8760;1224;867;12613;14568
2629;1696;892;8678;1220;859;12371;14530
2545;1657;869;8767;1214;845;12202;14287
2407;1589;896;8996;1274;882;12218;14425
2375;1589;913;8912;1291;896;12351;14552
2304;1497;816;8645;1135;794;12433;13712
2076;1337;715;8282;992;689;11874;12571
1871;1196;652;7744;898;622;11201;11869
1745;1100;618;7387;839;584;10593;11207
1679;1047;615;7243;814;565;10292;11032
1644;1028;596;7251;802;555;10049;10901
1641;1038;601;7336;805;560;10166;10891
1674;1055;630;7671;854;586;10263;11121
1813;1134;708;8307;999;664;10604;11679
1860;1324;831;8988;1153;788;11416;13096
1808;1550;922;9287;1261;896;12765;15098
1984;1650;962;9465;1307;952;13252;15518
2001;1708;950;9397;1296;959;13070;15594
2027;1745;953;9311;1288;948;12831;15334
1997;1739;943;9347;1272;917;12885;15464
1904;1725;951;9320;1287;938;12781;14969
1821;1689;940;9203;1273;929;12648;14577
1716;1641;934;9073;1254;901;12563;14298
1630;1591;898;8994;1231;887;12431;13845
1614;1583;883;8916;1212;862;12252;13912
1718;1638;861;8840;1199;844;12243;14123
1676;1626;843;8848;1187;830;12137;13871
1517;1541;859;8954;1234;869;12041;13650
1485;1522;868;8868;1237;874;12176;13592
1403;1437;784;8656;1101;783;11939;13016
1388;1319;697;8299;963;693;11443;12264
1769;1214;638;7766;876;628;11095;11365
1613;1123;611;7396;829;589;10692;10919
1545;1050;589;7218;805;569;10290;10599
1513;1024;581;7165;793;556;10108;10420
1498;1009;579;7197;791;554;10081;10363
1500;1010;591;7283;811;562;10034;10358
1544;1037;587;7341;850;569;10123;10487
1645;1055;635;7537;920;622;10221;10513
1774;1160;712;7870;1030;705;10459;11057
1969;1305;760;8086;1101;772;11076;11942
2116;1425;795;8225;1125;797;11715;12592
2172;1482;792;8296;1122;797;12021;12918
2148;1485;788;8309;1117;780;11955;12981
2081;1478;792;8231;1114;779;11770;12833
2033;1448;784;8153;1097;770;11606;12575
2024;1422;778;8159;1088;760;11483;12304
2039;1404;770;8225;1083;754;11429;12221
2042;1408;770;8301;1083;758;11471;12258
2186;1471;765;8358;1087;752;11563;12350
2199;1484;768;8447;1090;758;11629;12301
2046;1416;803;8630;1147;801;11681;12179
2003;1430;815;8597;1158;810;11710;12383
1889;1375;748;8508;1037;730;11492;11925
1766;1273;675;8264;921;653;11081;11431
1638;1176;625;7778;840;604;10687;10901
1509;1091;593;7406;787;563;10382;10541
1466;1034;576;7222;766;545;10042;10333
1433;991;569;7176;758;539;9839;10111
1426;985;567;7171;755;539;9763;10064
1440;986;570;7239;773;539;9766;10062
1467;1010;560;7187;794;538;9727;10287
1536;1026;596;7263;842;575;9710;9956
1659;1127;665;7511;945;650;9730;10261
1855;1266;732;7756;1039;721;10276;10908
1982;1375;762;7931;1076;753;10807;11737
2075;1443;767;8030;1080;757;11190;12187
2094;1475;763;8025;1073;751;11313;12302
2088;1468;763;7953;1073;750;11320;12319
2071;1456;759;7888;1071;746;11255;12320
2053;1447;758;7871;1066;743;11302;12227
2030;1432;752;7821;1077;741;11306;12294
2088;1460;757;7874;1094;744;11310;12373
2311;1580;764;7942;1094;746;11375;12553
2316;1588;774;8093;1112;756;11436;12636
2205;1520;823;8362;1210;816;11630;12760
2181;1516;824;8366;1209;824;11833;13044
2063;1426;743;8316;1051;729;11715;12298
1895;1310;656;8130;898;637;11203;11481
1745;1195;598;7668;811;576;10636;10891
1631;1092;559;7334;768;538;10281;10708
1570;1031;534;7198;754;529;10053;10297
1547;1004;536;7166;749;519;9766;10438
1550;1002;548;7245;756;519;9959;10529
1605;1028;576;7552;812;546;10056;10625
1810;1128;666;8206;994;631;10337;11240
2205;1317;802;8827;1150;755;11384;12852
2556;1526;909;9156;1260;862;12618;14830
2736;1627;947;9264;1308;921;13099;15319
2784;1681;955;9296;1317;941;12871;15410
2877;1717;957;9317;1307;930;12957;15609
2878;1709;944;9318;1295;905;12821;15544
2777;1703;962;9300;1322;928;12711;15359
2770;1696;954;9188;1318;924;12827;15375
2779;1675;940;9071;1308;910;12806;15214
2657;1646;922;8940;1289;894;12847;15185
2570;1639;891;8875;1255;865;12716;14700
2676;1720;872;8771;1245;848;12670;14644
2603;1702;866;8850;1243;840;12560;14474
2496;1617;898;9160;1325;896;12694;14432
2473;1630;870;8939;1285;872;12855;14600
2303;1501;781;8614;1112;770;12690;14074
2087;1360;686;8235;960;671;11996;12863
1878;1219;619;7714;881;604;11199;11628
1748;1120;578;7341;846;571;10568;10872
1701;1059;558;7146;827;551;10355;10704
1701;1034;552;7114;818;544;10108;10717
1708;1040;563;7197;825;548;10164;10744
1770;1058;595;7506;877;570;10240;10790
1881;1175;675;8223;1041;656;10564;11285
2255;1345;811;8851;1198;786;11571;12788
2579;1572;915;9162;1323;896;12813;14340
2702;1690;949;9341;1368;896;13253;14842
2752;1739;955;9335;1358;961;13138;14899
2802;1748;957;9334;1346;961;13116;15133
2811;1751;955;9262;1320;916;13053;15057
2850;1754;970;9186;1340;939;12975;15025
2831;1751;966;9145;1338;933;12990;14875
2795;1729;968;9062;1330;911;12860;14577
2625;1683;945;9007;1307;902;12797;14613
2548;1663;926;9035;1273;873;12845;14485
2732;1760;909;8948;1267;863;12632;14654
2685;1756;895;9074;1259;856;12570;14224
2589;1680;923;9284;1338;914;12635;14186
2542;1653;888;8959;1283;877;12792;14572
2381;1542;790;8658;1120;775;12568;14046
2179;1381;699;8255;971;677;11939;13015
1953;1221;635;7786;877;602;11269;11960
1802;1135;605;7421;842;571;10560;11179
1725;1108;585;7194;819;556;10212;10773
1687;1067;584;7162;806;550;10069;10601
1692;1059;594;7170;811;550;10102;10617
1720;1071;623;7447;859;579;10247;10686
1885;1166;722;8094;1039;664;10559;11346
2247;1374;841;8601;1193;781;11508;13059
2587;1570;943;8899;1303;892;12795;14775
2737;1656;986;8985;1340;944;13015;15282
2742;1671;987;9032;1338;948;12874;15286
2731;1756;980;9059;1328;930;12951;15396
2655;1748;966;9041;1303;902;12784;15374
2617;1736;987;8990;1318;902;12750;15078
2642;1728;971;8901;1309;924;12547;14718
2621;1704;961;8814;1303;909;12683;14779
2517;1672;935;8739;1273;894;12522;14731
2405;1671;901;8723;1239;869;12460;14701
2547;1769;882;8668;1232;856;12202;14579
2550;1743;878;8772;1239;848;12053;14218
2397;1652;919;9039;1328;911;12212;14206
2409;1650;897;8793;1276;872;12685;14509
2281;1533;803;8482;1111;781;12490;13902
2083;1383;709;8150;966;690;11787;12812
1849;1230;650;7614;878;625;11070;11784
1702;1138;617;7271;841;579;10561;11104
1645;1083;600;7203;821;556;10309;10736
1617;1054;592;7177;808;552;10059;10675
1633;1058;598;7221;815;556;10042;10677
1686;1079;626;7520;867;582;10273;10804
1898;1175;715;8170;1046;677;10650;11541
2261;1370;833;8762;1197;795;11596;12938
2583;1584;930;9020;1311;894;12786;14647
2738;1680;969;9084;1340;949;13191;15253
2746;1739;975;9125;1343;953;13188;15441
2805;1772;972;9101;1333;948;13205;15530
2753;1767;952;9090;1308;903;13155;15460
2744;1764;975;9117;1330;930;12801;15353
2735;1763;965;9073;1324;921;12811;15144
2661;1724;965;8983;1318;910;12659;14910
2572;1691;932;8844;1293;886;12665;15031
2501;1683;904;8801;1263;856;12768;14850
2486;1744;882;8698;1253;843;12617;14970
2492;1696;880;8842;1268;837;12492;14474
2482;1631;930;9243;1347;904;12351;14659
2492;1655;900;9023;1302;876;12776;14858
2365;1558;811;8705;1141;782;12584;14071
2149;1397;715;8354;1019;687;11959;13048
1934;1246;647;7806;914;619;11293;11990
1805;1148;623;7538;857;586;10844;11376
1731;1092;605;7395;829;575;10486;11046
1698;1069;594;7347;811;560;10372;10860
1705;1081;599;7443;816;561;10286;10914
1755;1092;628;7737;861;580;10472;11016
1908;1185;725;8550;1030;679;10765;11662
2261;1379;840;9223;1173;792;11640;12954
2615;1588;940;9579;1278;903;12927;14567
2744;1694;978;9737;1330;961;13404;15199
2751;1750;979;9692;1282;970;13184;15286
2824;1789;975;9652;1321;954;13104;15232
2618;1769;959;9631;1301;920;13228;15175
2599;1753;982;9517;1324;945;12891;14890
2537;1714;965;9367;1317;938;12717;14538
2265;1660;953;9222;1303;919;12791;14242
2165;1612;924;9109;1266;892;12628;14213
2159;1618;896;9062;1238;862;12394;13959
2357;1695;868;9012;1213;851;12182;14057
2379;1666;859;9103;1214;846;12211;13856
2241;1600;899;9393;1289;892;12203;13788
2260;1572;870;9064;1244;853;12423;13858
2137;1425;784;8733;1109;764;12169;12935
1967;1348;697;8460;975;684;11734;12193
1803;1252;644;7954;895;626;11326;11427
1674;1157;607;7558;837;594;10809;10918
1598;1086;587;7356;806;565;10335;10639
1536;1053;583;7371;794;554;10306;10410
1519;1036;584;7388;792;555;10221;10335
1543;1040;592;7492;805;554;10200;10312
1582;1057;604;7618;851;577;10321;10449
1691;1098;646;7708;922;624;10442;10524
1832;1181;726;7978;1033;702;10726;10918
2015;1328;784;8179;1107;761;11378;11812
2122;1430;807;8211;1139;785;11876;12415
2154;1503;805;8227;1143;784;12001;12939
2134;1529;800;8171;1137;776;11955;12948
2089;1514;799;8119;1138;775;11746;12744
2059;1494;795;8027;1121;769;11666;12594
2020;1478;789;8095;1106;763;11477;12391
1978;1472;781;8109;1101;751;11431;12286
2022;1503;783;8209;1101;752;11446;12350
2155;1595;777;8288;1105;744;11584;12537
2145;1623;782;8419;1108;756;11739;12515
2005;1551;835;8714;1168;821;11834;12610
2031;1514;814;8512;1155;800;12035;12735
1925;1440;745;8418;1031;724;11757;12201
1800;1325;678;8143;918;651;11355;11676
1640;1226;621;7683;842;594;10957;11010
1496;1147;592;7377;804;553;10615;10631
1405;1088;577;7249;779;534;10294;10417
1380;1061;562;7213;766;521;10179;10373
1382;1043;561;7222;762;519;10110;10272
1378;1027;565;7306;775;523;10127;10264
1410;1034;570;7304;801;533;10152;10334
1510;1063;597;7291;842;562;10269;10358
1642;1140;673;7454;947;640;10441;10510
1832;1281;740;7671;1037;708;10933;11354
1981;1409;766;7788;1072;744;11478;12140
2027;1490;774;7916;1075;739;11610;12276
2105;1503;762;7998;1073;733;11537;12372
2083;1535;761;7953;1067;733;11449;12412
2051;1520;755;7871;1059;730;11370;12323
2041;1511;749;7904;1050;721;11253;12177
2026;1502;750;7948;1049;717;11209;12198
2097;1524;756;8016;1062;720;11210;12262
2298;1602;769;8121;1078;724;11219;12456
2285;1598;789;8332;1110;742;11358;12741
2183;1578;871;8772;1216;821;11702;13222
2156;1580;844;8588;1179;807;12211;13307
2015;1467;760;8501;1031;720;12041;12681
1848;1324;680;8321;896;627;11632;12006
1716;1192;627;8000;810;568;11020;11382
1665;1108;603;7642;771;533;10462;11270
1594;1062;576;7470;754;521;10173;11049
1571;1041;574;7382;749;516;10127;10946
1575;1050;586;7579;757;522;10209;10949
1631;1081;621;7977;818;554;10409;10987
1820;1169;722;8702;1007;651;10913;11670
2265;1376;848;9182;1153;763;11952;13235
2603;1592;952;9454;1258;868;13248;14788
2730;1689;987;9539;1296;924;13404;15453
2815;1710;990;9449;1291;936;13176;15265
2899;1731;981;9384;1268;918;13139;15408
2902;1727;961;9405;1252;883;13181;15615
2796;1732;996;9339;1283;906;12853;15168
2825;1739;983;9216;1276;896;12861;15106
2765;1700;969;9205;1263;886;12698;14798
2586;1658;940;9071;1232;878;12653;14763
2421;1666;914;9005;1199;848;12679;14511
2693;1722;902;8906;1200;840;12444;14556
2594;1693;913;9059;1205;843;12416;14452
2492;1659;965;9587;1307;925;12618;14695
2492;1644;916;9204;1248;878;13071;14540
2343;1539;823;8943;1078;778;12757;13946
2106;1381;728;8672;932;677;12164;12753
1830;1241;665;8138;858;610;11329;11850
1690;1128;640;7830;824;575;10839;11329
1646;1070;623;7636;805;561;10511;11180
1619;1044;624;7578;800;552;10458;11194
1622;1031;635;7680;808;554;10417;11089
1668;1053;661;8028;863;585;10399;11303
1850;1157;754;8807;1037;678;10889;11933
2266;1374;876;9185;1183;799;11917;13543
2611;1566;965;9421;1287;904;13173;15327
2716;1667;991;9473;1318;955;13376;15448
